ts,model,dtype,tp_size,worker,analyzer,storage_variant,mode,hooks_on,prompt_len,max_tokens,batch_size,n_layers_captured,enable_prefix_caching,enforce_eager,vllm_version,plugin_version,cuda_version,gpu_model,run_id,profile_tier,rep_idx,row,rep_count,gen_lat_mean,wait_lat_mean,analyze_lat_mean,total_lat_mean,prefill_tok_per_sec,decode_tok_per_sec,peak_gpu_mb,artifact_kb_mean,cuda_alloc_mb_max,cuda_peak_alloc_mb_max,cuda_peak_alloc_mb_mean,cuda_reserved_mb_max,cuda_peak_reserved_mb_max,cuda_alloc_delta_mb_max,cuda_alloc_delta_mb_mean,host_rss_mb_max,host_rss_delta_mb_max,timer.hookllm.build_extra.count,timer.hookllm.build_extra.sum,timer.hookllm.build_extra.mean,timer.hookllm.build_extra.min,timer.hookllm.build_extra.max,timer.hookllm.build_extra.std,timer.hookllm.build_extra.p50,timer.hookllm.build_extra.p90,timer.hookllm.build_extra.p99,timer.rpc.get_states.count,timer.rpc.get_states.sum,timer.rpc.get_states.mean,timer.rpc.get_states.min,timer.rpc.get_states.max,timer.rpc.get_states.std,timer.rpc.get_states.p50,timer.rpc.get_states.p90,timer.rpc.get_states.p99,timer.rpc.decompress.count,timer.rpc.decompress.sum,timer.rpc.decompress.mean,timer.rpc.decompress.min,timer.rpc.decompress.max,timer.rpc.decompress.std,timer.rpc.decompress.p50,timer.rpc.decompress.p90,timer.rpc.decompress.p99,timer.hookllm.generate.count,timer.hookllm.generate.sum,timer.hookllm.generate.mean,timer.hookllm.generate.min,timer.hookllm.generate.max,timer.hookllm.generate.std,timer.hookllm.generate.p50,timer.hookllm.generate.p90,timer.hookllm.generate.p99,timer.analyzer.kernel.count,timer.analyzer.kernel.sum,timer.analyzer.kernel.mean,timer.analyzer.kernel.min,timer.analyzer.kernel.max,timer.analyzer.kernel.std,timer.analyzer.kernel.p50,timer.analyzer.kernel.p90,timer.analyzer.kernel.p99,timer.hookllm.analyze.count,timer.hookllm.analyze.sum,timer.hookllm.analyze.mean,timer.hookllm.analyze.min,timer.hookllm.analyze.max,timer.hookllm.analyze.std,timer.hookllm.analyze.p50,timer.hookllm.analyze.p90,timer.hookllm.analyze.p99,gauge.hookllm.prompts.count,gauge.hookllm.prompts.sum,gauge.hookllm.prompts.mean,gauge.hookllm.prompts.min,gauge.hookllm.prompts.max,gauge.hookllm.prompts.std,gauge.hookllm.prompts.p50,gauge.hookllm.prompts.p90,gauge.hookllm.prompts.p99,gauge.mem.gpu_mb.count,gauge.mem.gpu_mb.sum,gauge.mem.gpu_mb.mean,gauge.mem.gpu_mb.min,gauge.mem.gpu_mb.max,gauge.mem.gpu_mb.std,gauge.mem.gpu_mb.p50,gauge.mem.gpu_mb.p90,gauge.mem.gpu_mb.p99,gauge.mem.host_rss_mb.count,gauge.mem.host_rss_mb.sum,gauge.mem.host_rss_mb.mean,gauge.mem.host_rss_mb.min,gauge.mem.host_rss_mb.max,gauge.mem.host_rss_mb.std,gauge.mem.host_rss_mb.p50,gauge.mem.host_rss_mb.p90,gauge.mem.host_rss_mb.p99,gauge.rpc.payload_bytes.count,gauge.rpc.payload_bytes.sum,gauge.rpc.payload_bytes.mean,gauge.rpc.payload_bytes.min,gauge.rpc.payload_bytes.max,gauge.rpc.payload_bytes.std,gauge.rpc.payload_bytes.p50,gauge.rpc.payload_bytes.p90,gauge.rpc.payload_bytes.p99,counter.hookllm.generate.calls,counter.hookllm.analyze.calls,plan_idx,cell_wall_s,timer.hookllm.merge_probes.count,timer.hookllm.merge_probes.sum,timer.hookllm.merge_probes.mean,timer.hookllm.merge_probes.min,timer.hookllm.merge_probes.max,timer.hookllm.merge_probes.std,timer.hookllm.merge_probes.p50,timer.hookllm.merge_probes.p90,timer.hookllm.merge_probes.p99,timer.rpc.flush_disk.count,timer.rpc.flush_disk.sum,timer.rpc.flush_disk.mean,timer.rpc.flush_disk.min,timer.rpc.flush_disk.max,timer.rpc.flush_disk.std,timer.rpc.flush_disk.p50,timer.rpc.flush_disk.p90,timer.rpc.flush_disk.p99,timer.io.artifact_load.pt.count,timer.io.artifact_load.pt.sum,timer.io.artifact_load.pt.mean,timer.io.artifact_load.pt.min,timer.io.artifact_load.pt.max,timer.io.artifact_load.pt.std,timer.io.artifact_load.pt.p50,timer.io.artifact_load.pt.p90,timer.io.artifact_load.pt.p99,gauge.io.bytes_read.pt.count,gauge.io.bytes_read.pt.sum,gauge.io.bytes_read.pt.mean,gauge.io.bytes_read.pt.min,gauge.io.bytes_read.pt.max,gauge.io.bytes_read.pt.std,gauge.io.bytes_read.pt.p50,gauge.io.bytes_read.pt.p90,gauge.io.bytes_read.pt.p99,timer.io.artifact_load.safetensors.count,timer.io.artifact_load.safetensors.sum,timer.io.artifact_load.safetensors.mean,timer.io.artifact_load.safetensors.min,timer.io.artifact_load.safetensors.max,timer.io.artifact_load.safetensors.std,timer.io.artifact_load.safetensors.p50,timer.io.artifact_load.safetensors.p90,timer.io.artifact_load.safetensors.p99,gauge.io.bytes_read.safetensors.count,gauge.io.bytes_read.safetensors.sum,gauge.io.bytes_read.safetensors.mean,gauge.io.bytes_read.safetensors.min,gauge.io.bytes_read.safetensors.max,gauge.io.bytes_read.safetensors.std,gauge.io.bytes_read.safetensors.p50,gauge.io.bytes_read.safetensors.p90,gauge.io.bytes_read.safetensors.p99,gauge.io.bytes_read.json.count,gauge.io.bytes_read.json.sum,gauge.io.bytes_read.json.mean,gauge.io.bytes_read.json.min,gauge.io.bytes_read.json.max,gauge.io.bytes_read.json.std,gauge.io.bytes_read.json.p50,gauge.io.bytes_read.json.p90,gauge.io.bytes_read.json.p99
2026-06-02 15:05:17,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hidden_states,hidden_states,rpc,last_token,prefill,16,1,1,,False,True,,,,,,1,0,probe_hidden_states,5,0.017136054299771785,1.8615275621414184e-06,1.5174411237239837e-05,0.017153090238571166,933.9484900962118,58.37178063101324,33701.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.64453125,0.0,5,0.021289102733135223,0.004257820546627045,0.003939494490623474,0.004759989678859711,0.00038044236489855266,0.004059635102748871,0.004759989678859711,0.004759989678859711,5,11.82989776134491,2.365979552268982,2.2353772073984146,2.514861524105072,0.10705815435246333,2.339809201657772,2.514861524105072,2.514861524105072,5,6.638457998633385,1.327691599726677,1.2800516560673714,1.4427723363041878,0.06680595156516543,1.3088313862681389,1.4427723363041878,1.4427723363041878,5,85.56962665170431,17.113925330340862,16.652606427669525,17.49509945511818,0.3091714169665866,17.143364064395428,17.49509945511818,17.49509945511818,10,0.058241188526153564,0.0058241188526153564,0.003769993782043457,0.008610077202320099,0.001805446803769712,0.006839632987976074,0.008610077202320099,0.008610077202320099,5,0.04581920802593231,0.009163841605186462,0.008570030331611633,0.010379590094089508,0.0007412369984429755,0.008959323167800903,0.010379590094089508,0.010379590094089508,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,67402.125,33701.0625,33701.0625,33701.0625,0.0,33701.0625,33701.0625,33701.0625,2,2153.2890625,1076.64453125,1076.64453125,1076.64453125,0.0,1076.64453125,1076.64453125,1076.64453125,5,411013.0,82202.6,82186.0,82218.0,11.92895636675732,82205.0,82218.0,82218.0,5,5,1,56.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:05:58,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hidden_states,hidden_states,rpc,last_token,prefill,16,1,8,,False,True,,,,,,1,0,probe_hidden_states,5,0.05900111850351095,1.7898157238960266e-06,1.3008154928684234e-05,0.05901591647416353,2169.4580531678403,135.59112832299002,33701.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.2578125,0.0,5,0.024829991161823273,0.0049659982323646545,0.004479661583900452,0.005410052835941315,0.00039381258912393226,0.004840083420276642,0.005410052835941315,0.005410052835941315,40,86.15890424698591,2.153972606174648,2.0358525216579437,2.645423635840416,0.14060972923525789,2.096414566040039,2.3542288690805435,2.645423635840416,40,48.403757624328136,1.2100939406082034,1.0672565549612045,1.4566835016012192,0.11061145617322796,1.189999282360077,1.3580629602074623,1.4566835016012192,5,294.75992918014526,58.95198583602905,58.81130415946245,59.08148642629385,0.12323202234546185,58.99675749242306,59.08148642629385,59.08148642629385,10,0.044998712837696075,0.0044998712837696075,0.002859160304069519,0.006509944796562195,0.001690638799147285,0.0056996941566467285,0.006509944796562195,0.006509944796562195,5,0.03746896982192993,0.007493793964385986,0.006989575922489166,0.008009374141693115,0.0003706199326578603,0.007430091500282288,0.008009374141693115,0.008009374141693115,5,40.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,6,202206.375,33701.0625,33701.0625,33701.0625,0.0,33701.0625,33701.0625,33701.0625,6,7357.546875,1226.2578125,1226.2578125,1226.2578125,0.0,1226.2578125,1226.2578125,1226.2578125,40,3289424.0,82235.6,82204.0,82391.0,36.85021657383388,82227.0,82263.0,82391.0,5,5,2,40.974,5,0.11223088949918747,0.022446177899837494,0.0208904966711998,0.023949891328811646,0.0010971364547383365,0.022419728338718414,0.023949891328811646,0.023949891328811646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:06:37,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hidden_states,hidden_states,rpc,last_token,prefill,64,1,1,,False,True,,,,,,1,0,probe_hidden_states,5,0.0175384983420372,1.3902783393859863e-06,1.3553909957408905e-05,0.017553442530333994,3649.379703328449,57.02155786450702,33701.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235.46875,0.0,5,0.019103288650512695,0.003820657730102539,0.0034207478165626526,0.004431232810020447,0.0004379804214160431,0.00360049307346344,0.004431232810020447,0.004431232810020447,5,11.850486509501934,2.370097301900387,2.248297445476055,2.5250017642974854,0.10589903867880215,2.3376094177365303,2.5250017642974854,2.5250017642974854,5,6.418157368898392,1.2836314737796783,1.2193098664283752,1.4721956104040146,0.10656629527110499,1.2375805526971817,1.4721956104040146,1.4721956104040146,5,87.59540971368551,17.519081942737103,17.280706204473972,17.730122432112694,0.16654220080336526,17.513330094516277,17.730122432112694,17.730122432112694,10,0.04759151488542557,0.004759151488542557,0.0031106173992156982,0.007459893822669983,0.0016311921890550891,0.005640089511871338,0.007459893822669983,0.007459893822669983,5,0.039638951420784,0.0079277902841568,0.007160007953643799,0.00972021371126175,0.0010402344950907992,0.007700175046920776,0.00972021371126175,0.00972021371126175,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,67402.125,33701.0625,33701.0625,33701.0625,0.0,33701.0625,33701.0625,33701.0625,2,2470.9375,1235.46875,1235.46875,1235.46875,0.0,1235.46875,1235.46875,1235.46875,5,410724.0,82144.8,82125.0,82169.0,17.66918221084383,82143.0,82169.0,82169.0,5,5,3,39.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:07:18,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hidden_states,hidden_states,rpc,last_token,prefill,64,1,8,,False,True,,,,,,1,0,probe_hidden_states,5,0.060500859282910824,1.814030110836029e-06,1.2714043259620667e-05,0.06051538735628128,8463.704748597169,132.24538669683076,33701.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.6484375,0.0,5,0.025219283998012543,0.0050438567996025085,0.003919936716556549,0.006360001862049103,0.0009403566849137438,0.005159527063369751,0.006360001862049103,0.006360001862049103,40,86.42519824206829,2.1606299560517073,2.0076530054211617,2.5826627388596535,0.15280784052326546,2.090674825012684,2.361639402806759,2.5826627388596535,40,48.722042702138424,1.2180510675534606,1.0780980810523033,1.438983716070652,0.10752345397884339,1.2110108509659767,1.3752235099673271,1.438983716070652,5,302.2570349276066,60.45140698552132,59.7619004547596,61.2975750118494,0.741257662461239,60.198157094419,61.2975750118494,61.2975750118494,10,0.044316984713077545,0.0044316984713077545,0.0027995556592941284,0.006170012056827545,0.0015689557662950362,0.005728565156459808,0.006170012056827545,0.006170012056827545,5,0.03683846443891525,0.0073676928877830505,0.007079914212226868,0.00763963907957077,0.00025331546028418614,0.007259659469127655,0.00763963907957077,0.00763963907957077,5,40.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,6,202206.375,33701.0625,33701.0625,33701.0625,0.0,33701.0625,33701.0625,33701.0625,6,7347.890625,1224.6484375,1224.6484375,1224.6484375,0.0,1224.6484375,1224.6484375,1224.6484375,40,3287605.0,82190.125,82156.0,82248.0,22.107183540708302,82186.0,82219.0,82248.0,5,5,4,40.604,5,0.11120084673166275,0.02224016934633255,0.02127978950738907,0.02321973443031311,0.0007505302641890702,0.02219993621110916,0.02321973443031311,0.02321973443031311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:07:59,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hidden_states,hidden_states,rpc,last_token,prefill,256,1,1,,False,True,,,,,,1,0,probe_hidden_states,5,0.017405802384018898,1.3342127203941344e-06,1.3066083192825318e-05,0.017420202679932117,14710.016032725785,57.4610001278351,33705.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1241.08203125,0.0,5,0.018712133169174194,0.003742426633834839,0.0031599774956703186,0.004240311682224274,0.0004304935217572323,0.003830529749393463,0.004240311682224274,0.004240311682224274,5,11.711763218045235,2.342352643609047,2.249256707727909,2.4601006880402565,0.1077236248029775,2.2857878357172012,2.4601006880402565,2.4601006880402565,5,6.572551093995571,1.3145102187991142,1.239650882780552,1.4160946011543274,0.08965118588748823,1.263890415430069,1.4160946011543274,1.4160946011543274,5,86.93151921033859,17.38630384206772,17.12033338844776,17.730013467371464,0.2427410133943368,17.35822670161724,17.730013467371464,17.730013467371464,10,0.04602968692779541,0.004602968692779541,0.0031096860766410828,0.00612996518611908,0.001436237726071721,0.005780719220638275,0.00612996518611908,0.00612996518611908,5,0.038081780076026917,0.007616356015205383,0.007400289177894592,0.007750466465950012,0.0001603484882375236,0.007700175046920776,0.007750466465950012,0.007750466465950012,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,33705.0625,33705.0625,33705.0625,33705.0625,,,,,1,1241.08203125,1241.08203125,1241.08203125,1241.08203125,,,,,5,410493.0,82098.6,82088.0,82114.0,9.555103348473004,82097.0,82114.0,82114.0,5,5,5,40.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:08:39,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hidden_states,hidden_states,rpc,last_token,prefill,256,1,8,,False,True,,,,,,1,0,probe_hidden_states,5,0.06494823079556226,1.7501413822174073e-06,1.3128481805324555e-05,0.0649631094187498,31533.42571199051,123.17744418746292,33705.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.53125,0.0,5,0.024951063096523285,0.004990212619304657,0.004581175744533539,0.005399808287620544,0.00032867467528350933,0.004989095032215118,0.005399808287620544,0.005399808287620544,40,83.6407970637083,2.0910199265927076,1.951032318174839,2.3771990090608597,0.12759010402040247,2.0299628376960754,2.297148108482361,2.3771990090608597,40,49.60980452597141,1.2402451131492853,1.0752072557806969,1.4605242758989334,0.11434103548462707,1.2264708057045937,1.4184629544615746,1.4605242758989334,5,324.4859045371413,64.89718090742826,64.44904766976833,65.3515923768282,0.3211954450798533,64.87817410379648,65.3515923768282,65.3515923768282,10,0.04506204277276993,0.004506204277276993,0.0027799978852272034,0.006380490958690643,0.0016693204988671208,0.005899928510189056,0.006380490958690643,0.006380490958690643,5,0.03811251372098923,0.0076225027441978455,0.0072605907917022705,0.00801030546426773,0.0003397844612538231,0.0075511634349823,0.00801030546426773,0.00801030546426773,5,40.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,6,202230.375,33705.0625,33705.0625,33705.0625,0.0,33705.0625,33705.0625,33705.0625,6,7545.1875,1257.53125,1257.53125,1257.53125,0.0,1257.53125,1257.53125,1257.53125,40,3285228.0,82130.7,82097.0,82170.0,20.50915992978847,82127.0,82162.0,82170.0,5,5,6,40.123,5,0.12154318392276764,0.024308636784553528,0.021780841052532196,0.028670765459537506,0.0026120737191077004,0.024009495973587036,0.028670765459537506,0.028670765459537506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:09:20,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hidden_states,hidden_states,rpc,last_token,prefill,512,1,1,,False,True,,,,,,1,0,probe_hidden_states,5,0.01903926730155945,1.381896436214447e-06,1.321844756603241e-05,0.019053867645561696,26894.592114597013,52.52850022382229,33701.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.81640625,0.0,5,0.018230639398097992,0.0036461278796195984,0.003269873559474945,0.004610046744346619,0.0005467089595995834,0.003480352461338043,0.004610046744346619,0.004610046744346619,5,11.61782257258892,2.323564514517784,2.2594863548874855,2.4012206122279167,0.06660057591285018,2.2853780537843704,2.4012206122279167,2.4012206122279167,5,6.92590419203043,1.385180838406086,1.2917714193463326,1.5228446573019028,0.1065073717645018,1.326821744441986,1.5228446573019028,1.5228446573019028,5,95.09959537535906,19.01991907507181,18.693390302360058,19.291318953037262,0.21678965650175375,19.01076454669237,19.291318953037262,19.291318953037262,10,0.04639849066734314,0.004639849066734314,0.0030994415283203125,0.006299465894699097,0.0015140351832307055,0.00579003244638443,0.006299465894699097,0.006299465894699097,5,0.038411468267440796,0.007682293653488159,0.007400289177894592,0.008059665560722351,0.0002895158195096305,0.007640570402145386,0.008059665560722351,0.008059665560722351,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,67402.125,33701.0625,33701.0625,33701.0625,0.0,33701.0625,33701.0625,33701.0625,2,2531.6328125,1265.81640625,1265.81640625,1265.81640625,0.0,1265.81640625,1265.81640625,1265.81640625,5,410554.0,82110.8,82087.0,82130.0,17.224981857755324,82111.0,82130.0,82130.0,5,5,7,41.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:10:00,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hidden_states,hidden_states,rpc,last_token,prefill,512,1,8,,False,True,,,,,,1,0,probe_hidden_states,5,0.07441819794476032,1.6700476408004761e-06,1.345798373222351e-05,0.07443332597613335,55042.139238584015,107.5041782003594,33701.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.50390625,0.0,5,0.025838613510131836,0.005167722702026367,0.004629604518413544,0.005949288606643677,0.00048141603449323745,0.005110166966915131,0.005949288606643677,0.005949288606643677,40,86.42566483467817,2.1606416208669543,1.9393116235733032,2.540241926908493,0.17563015081733752,2.0907456055283546,2.459811046719551,2.540241926908493,40,50.24989694356918,1.2562474235892296,1.070748083293438,1.6408264636993408,0.13346479586101692,1.2153089046478271,1.4428729191422462,1.6408264636993408,5,371.83841690421104,74.36768338084221,73.82460311055183,74.89208038896322,0.48094597418141977,74.28659964352846,74.89208038896322,74.89208038896322,10,0.045678578317165375,0.0045678578317165375,0.002800486981868744,0.006599351763725281,0.0017990169096473373,0.005609355866909027,0.006599351763725281,0.006599351763725281,5,0.03851018846035004,0.007702037692070007,0.007060356438159943,0.008120201528072357,0.00042030671369898805,0.007709488272666931,0.008120201528072357,0.008120201528072357,5,40.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,7,235907.4375,33701.0625,33701.0625,33701.0625,0.0,33701.0625,33701.0625,33701.0625,7,8928.52734375,1275.50390625,1275.50390625,1275.50390625,0.0,1275.50390625,1275.50390625,1275.50390625,40,3285052.0,82126.3,82090.0,82194.0,28.436343664853275,82125.0,82162.0,82194.0,5,5,8,40.305,5,0.11952221393585205,0.02390444278717041,0.021721236407756805,0.025919638574123383,0.001681479425357601,0.023591332137584686,0.025919638574123383,0.025919638574123383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:10:40,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hidden_states,hidden_states,rpc,all_tokens,prefill,16,1,1,,False,True,,,,,,1,0,probe_hidden_states,5,0.021545862965285777,1.381896436214447e-06,1.3120099902153015e-05,0.021560364961624147,742.7114420510608,46.4194651281913,33701.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.40234375,1.3125,5,0.01961085945367813,0.003922171890735626,0.0034496188163757324,0.004299916326999664,0.00036850058233944474,0.003970228135585785,0.004299916326999664,0.004299916326999664,5,28.221458196640015,5.644291639328003,5.308688618242741,6.134921684861183,0.32416985033212176,5.628893151879311,6.134921684861183,6.134921684861183,5,11.965079233050346,2.3930158466100693,2.347978763282299,2.5444217026233673,0.08487591096503784,2.3544998839497566,2.5444217026233673,2.5444217026233673,5,107.63166006654501,21.526332013309002,21.255611442029476,21.902073174715042,0.2932438452304094,21.379402838647366,21.902073174715042,21.902073174715042,10,0.04625692963600159,0.004625692963600159,0.0029997900128364563,0.006400048732757568,0.0015660304587794558,0.005749985575675964,0.006400048732757568,0.006400048732757568,5,0.03886129707098007,0.007772259414196014,0.007330439984798431,0.008200295269489288,0.00039566228727864924,0.007859431207180023,0.008200295269489288,0.008200295269489288,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,67402.125,33701.0625,33701.0625,33701.0625,0.0,33701.0625,33701.0625,33701.0625,2,2568.1796875,1284.08984375,1284.08984375,1284.08984375,0.0,1284.08984375,1284.08984375,1284.08984375,5,6404823.0,1280964.6,1280952.0,1280976.0,8.763560920082657,1280965.0,1280976.0,1280976.0,5,5,9,39.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:11:20,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hidden_states,hidden_states,rpc,all_tokens,prefill,16,1,8,,False,True,,,,,,1,0,probe_hidden_states,5,0.09322488959878683,1.8397346138954163e-06,1.498442143201828e-05,0.09324171375483274,1373.330933379418,85.83318333621362,33711.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292.9453125,0.0,5,0.02819858491420746,0.005639716982841492,0.005279667675495148,0.006139278411865234,0.0003366306639552736,0.005530193448066711,0.006139278411865234,0.006139278411865234,40,205.25593869388103,5.131398467347026,4.344360902905464,6.740601733326912,0.39735676623636285,5.1409052684903145,5.514670163393021,6.740601733326912,40,94.98414490371943,2.3746036225929856,2.1831365302205086,2.6208339259028435,0.12006529124964352,2.3287376388907433,2.56546214222908,2.6208339259028435,5,465.84565471857786,93.16913094371557,91.60518739372492,95.60518339276314,1.5681510058276966,93.04408077150583,95.60518339276314,95.60518339276314,10,0.04700198769569397,0.004700198769569397,0.002750195562839508,0.00687967985868454,0.001918517410774195,0.006009824573993683,0.00687967985868454,0.00687967985868454,5,0.040180981159210205,0.008036196231842041,0.007530674338340759,0.008570961654186249,0.0004402296891008937,0.008059665560722351,0.008570961654186249,0.008570961654186249,5,40.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,9,303399.5625,33711.0625,33711.0625,33711.0625,0.0,33711.0625,33711.0625,33711.0625,9,11636.5078125,1292.9453125,1292.9453125,1292.9453125,0.0,1292.9453125,1292.9453125,1292.9453125,40,51239546.0,1280988.65,1280935.0,1282473.0,241.00872949399093,1280950.0,1280967.0,1282473.0,5,5,10,40.81,5,0.13068225234746933,0.026136450469493866,0.023330561816692352,0.027340836822986603,0.001638648559318846,0.026629306375980377,0.027340836822986603,0.027340836822986603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
