ts,model,dtype,tp_size,worker,analyzer,storage_variant,mode,hooks_on,prompt_len,max_tokens,batch_size,n_layers_captured,enable_prefix_caching,enforce_eager,vllm_version,plugin_version,cuda_version,gpu_model,run_id,profile_tier,rep_idx,row,rep_count,gen_lat_mean,wait_lat_mean,analyze_lat_mean,total_lat_mean,prefill_tok_per_sec,decode_tok_per_sec,peak_gpu_mb,artifact_kb_mean,plan_idx,cell_wall_s,timer.hookllm.build_extra.count,timer.hookllm.build_extra.sum,timer.hookllm.build_extra.mean,timer.hookllm.build_extra.min,timer.hookllm.build_extra.max,timer.hookllm.build_extra.std,timer.hookllm.build_extra.p50,timer.hookllm.build_extra.p90,timer.hookllm.build_extra.p99,timer.rpc.flush_disk.count,timer.rpc.flush_disk.sum,timer.rpc.flush_disk.mean,timer.rpc.flush_disk.min,timer.rpc.flush_disk.max,timer.rpc.flush_disk.std,timer.rpc.flush_disk.p50,timer.rpc.flush_disk.p90,timer.rpc.flush_disk.p99,timer.hookllm.generate.count,timer.hookllm.generate.sum,timer.hookllm.generate.mean,timer.hookllm.generate.min,timer.hookllm.generate.max,timer.hookllm.generate.std,timer.hookllm.generate.p50,timer.hookllm.generate.p90,timer.hookllm.generate.p99,timer.io.artifact_load.safetensors.count,timer.io.artifact_load.safetensors.sum,timer.io.artifact_load.safetensors.mean,timer.io.artifact_load.safetensors.min,timer.io.artifact_load.safetensors.max,timer.io.artifact_load.safetensors.std,timer.io.artifact_load.safetensors.p50,timer.io.artifact_load.safetensors.p90,timer.io.artifact_load.safetensors.p99,timer.analyzer.kernel.count,timer.analyzer.kernel.sum,timer.analyzer.kernel.mean,timer.analyzer.kernel.min,timer.analyzer.kernel.max,timer.analyzer.kernel.std,timer.analyzer.kernel.p50,timer.analyzer.kernel.p90,timer.analyzer.kernel.p99,timer.hookllm.analyze.count,timer.hookllm.analyze.sum,timer.hookllm.analyze.mean,timer.hookllm.analyze.min,timer.hookllm.analyze.max,timer.hookllm.analyze.std,timer.hookllm.analyze.p50,timer.hookllm.analyze.p90,timer.hookllm.analyze.p99,gauge.hookllm.prompts.count,gauge.hookllm.prompts.sum,gauge.hookllm.prompts.mean,gauge.hookllm.prompts.min,gauge.hookllm.prompts.max,gauge.hookllm.prompts.std,gauge.hookllm.prompts.p50,gauge.hookllm.prompts.p90,gauge.hookllm.prompts.p99,gauge.io.bytes_read.safetensors.count,gauge.io.bytes_read.safetensors.sum,gauge.io.bytes_read.safetensors.mean,gauge.io.bytes_read.safetensors.min,gauge.io.bytes_read.safetensors.max,gauge.io.bytes_read.safetensors.std,gauge.io.bytes_read.safetensors.p50,gauge.io.bytes_read.safetensors.p90,gauge.io.bytes_read.safetensors.p99,gauge.io.bytes_read.json.count,gauge.io.bytes_read.json.sum,gauge.io.bytes_read.json.mean,gauge.io.bytes_read.json.min,gauge.io.bytes_read.json.max,gauge.io.bytes_read.json.std,gauge.io.bytes_read.json.p50,gauge.io.bytes_read.json.p90,gauge.io.bytes_read.json.p99,counter.hookllm.generate.calls,counter.hookllm.analyze.calls
2026-06-02 09:35:19,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,16,1,1,,False,True,,,,,,1,0,baseline,5,0.016571007668972015,4.241801798343659e-06,1.819804310798645e-07,0.01657543145120144,965.7443778201398,60.35902361375874,41876.0625,0.0,1,81.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 09:36:09,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,16,32,1,,False,True,,,,,,1,0,baseline,5,0.46585289407521485,3.248453140258789e-06,1.6372650861740113e-07,0.46585630625486374,34.34610769650645,68.6922153930129,41876.0625,0.0,2,50.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 09:36:57,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,16,1,16,,False,True,,,,,,1,0,baseline,5,0.031464960798621176,3.086216747760773e-06,1.4174729585647582e-07,0.031468188762664794,8136.851432131148,508.55321450819673,41876.0625,0.0,3,47.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 09:37:55,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,16,32,16,,False,True,,,,,,1,0,baseline,5,0.5242544509470463,3.4337863326072693e-06,1.8402934074401855e-07,0.5242580687627196,488.3187878756183,976.6375757512366,41876.0625,0.0,4,58.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 09:38:42,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,256,1,1,,False,True,,,,,,1,0,baseline,5,0.01634993627667427,5.9461221098899845e-06,2.1401792764663697e-07,0.016356096416711808,15658.906612014402,61.167603953181256,41876.0625,0.0,5,46.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 09:39:33,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,256,32,1,,False,True,,,,,,1,0,baseline,5,0.47485872991383077,4.358217120170594e-06,2.29664146900177e-07,0.47486331779509783,539.1929649903682,67.39912062379602,41876.0625,0.0,6,50.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 09:40:22,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,256,1,16,,False,True,,,,,,1,0,baseline,5,0.07281792387366295,3.042072057723999e-06,1.817941665649414e-07,0.07282114773988724,56286.22936885969,219.86808347210817,41876.0625,0.0,7,49.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 09:41:14,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,256,32,16,,False,True,,,,,,1,0,baseline,5,0.5444626776501537,3.3600255846977236e-06,2.2426247596740724e-07,0.5444662619382143,7523.199165620664,940.399895702583,41876.0625,0.0,8,52.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 09:42:03,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,16,1,1,,False,True,,,,,,1,0,plugin_idle,5,0.016919822059571744,4.3638050556182865e-06,1.821666955947876e-07,0.016924368031322957,945.8430826633387,59.11519266645867,41876.0625,0.0,9,49.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 09:42:55,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,16,32,1,,False,True,,,,,,1,0,plugin_idle,5,0.4792310258373618,3.825873136520386e-06,2.119690179824829e-07,0.4792350636795163,33.388109024544086,66.77621804908817,41876.0625,0.0,10,51.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
